Fecha,Rating,Titulo,Reviews
"December 27, 2019",40,Go for the experience,"Dime of the food is great, some just ok, service could be better as is super slow, but overall a place you have to go to when in Bogota"
"December 24, 2019",30,"Fine, not great food",It's fine - kinda like a TGI Fridays or Jack Astors. Food is really nothing special. Interesting to sit for a drink. I would skip this and go to the location in Chia which I found way more fun and less formulaic.
"December 10, 2019",50,One word amazing deco,2nd time eating here. Good service very nice atmosphere and cozy decorations. All in a good experience
"December 9, 2019",50,Fantastic,"Awesome place with a truly unique atmosphere. Probably the biggest restaurant I’ve ever been to, excellent food and service. Pretty noisy but in a good way!"
"December 3, 2019",50,Columbian delicacy,I had the opportunity to visit the restaurant which had a combination of vibrant and youthfulness in the ambience. Food was great.
"December 1, 2019",10,Elevator doesn’t work!,"Horrible the elevator was not working, someone with limited mobility has to be standing up for whatever time they want without calling to get the problem solved, would not recommend and would not come back!"
"December 1, 2019",30,A must,"Well, good food, amazing atmosphere and great decoration. The service could be better and the items are over price."
"November 5, 2019",50,fantastic restaurant,"the place, service and food is outstanding. the decoration, the service is fast and well organized even though that has an extensive menu, The waitress camila recommend us fantastic dishes. I will return for sure."
"November 5, 2019",50,The must do plan in Bogota,"Great food, meats it's the speciality here, the menu is ample and diverse, at nights there's shows, the service some times is in custom and character, it can be a unique experience every time you go, never disappoints"
"October 14, 2019",50,Unforgettable experience,Everything is about the experience. I went with my two daughters for a birthday celebration. They spend a lovely afternoon with all the activities. Highly recommended.
"October 12, 2019",50,Tasting bogota,"These place is great, live music, the service is very helpful and attentive. Special drinks superb. Food was great. Good place to have fun in group, if you want to have a quite dinner this is not the place."
"October 11, 2019",50,"Great place to eat, the food is awesome!!!","The place is really awesome!! the food is great, you must try Lmo al trapo"" my God this is good!! Service is great. live music."
"October 8, 2019",50,A must when you visit Bogotá,The place is amazingly decorated. There’s always something interesting to look at. The food is delicious; and the evening party a blast.
"October 6, 2019",30,Just okay,Went to Andres for dinner our last night in town which came highly recommended. The atmosphere is very cool but the food was mediocre at best. Pricey and service was very slow. Not a must eat at place.
"September 30, 2019",50,Very cool restaurant,This restaurant is huge and amazing it is like eating inside a modern art museum. There are 6 different floors. The best part is that the food was amazing as well!
"August 17, 2019",50,Awesome time! Great food! Excellent service,"We tried mollejas, chorizo argentino, arepaeguebo and also we ordered the Lomo al Trapo, everything was great!!"
"August 17, 2019",50,AMAZING,"This is my favorite restaurant in Bogota, best service, best ambiance, best quality of food, best tasting food, best of everything! Totally recommended."
"August 16, 2019",50,An Amazing private ride with Mauricio to Andres Carne de Res Chia.,"We had a fabulous time, Mauricio wait for us and take us back to our hotel, will highly recommend Mauricio very professional and always on time."
"August 16, 2019",40,Leisure,"Great place to eat, is a place that is mandatory to visit when coming to bogota. The service and food are good. Book before you go is recommendable."
"August 15, 2019",40,Good place to wait your flight,"Good Colombian food and mixed or influenced with other countries. The price are fair, considering that we are at the airport. I suggest to choose the ""arepa de chocolo"" as appetizer."
"August 10, 2019",40,Very good,Great food and great location. There are so many things to see. The menu is like a book so many drawings etc. we were there to habe lunch. Food was very typically and very good
"August 8, 2019",30,Food is barely eateable,"This restaurant is highly recommend by lonely planet and 5 star hotels but the food was bad and the service confused ( BUT EVERYBODY WAS KIND AND WELCOMING), I recommed it as a drinking and dancing spot"
"August 4, 2019",50,Great point,"I was amazed, the place is great the food is amazing and you can go to all floors and have different experiences"
"August 4, 2019",50,Fabulous and continuously surprising,A total experience. Everything was designed for maximum delight. Even the glass of wine isn't done ordinarily. A must try.
"July 29, 2019",50,"Good food, Excellent service and a lot fun","It was a really good experience, the people out there was really nice to deal with and the place it just amazing!"
"July 28, 2019",40,Great for dancinv,"Great spot for big groups and celebrations. Okay drinks, very expensive. Great spot to salsa dance and meet others"
"July 24, 2019",40,Pleasant evening at Andrea DC,"The restaurant is very nice, ideal place for spending an evening with friends or in couple. Food is good, especially the meat. People working there are kind and fast. The live music makes everything looking better."
"July 21, 2019",50,A must while in Bogota,One of those places you need to visit while in Bogotá although you are much better off visiting the one in Chia
"July 19, 2019",50,Took the boss and some colleagues,Well how can you not have a blast at this place? If you don’t you are dead as a rock. Must go it’s a blast and the other one outside the city is great at night!
"July 3, 2019",50,Do NOT miss this!,Great food - both Colombian specialties or just top quality barbecue. The whole facility is decorated with reused materials - gotta see to believe what they did. Great soundtrack and friendly service.
"May 28, 2019",50,"Great atmosphere, very welcoming",Food was great! They gave the visitors welcoming sashes and a presentation with a little mariach music... Very nice. Huge drinks.
"May 26, 2019",50,"Great atmosphere, must do!","What a great experience. The restaurant is unbelievable, beautiful with friendly staff. This is Absolutely a must do when in Bogota!"
"May 18, 2019",50,Must be there and be seen,"The famous and best restaurant in Bogota .Great menu and food ,perfect friendly service , incredible decoration helped to us for the amazing super dinner."
"May 17, 2019",40,Good food.,Overall this place has good food. Service was a bit slow but the food was on point. I think this is one of the flag ship restaurants you visit while in Bogota. Will return during my next trip to Bogota.
"May 14, 2019",30,Rumba n booger’s n tooth pickers oh my!,"Great atmosphere fun surroundings, great drinks, food was massive n ok. But the wait staff picking noses n teeth right at the bar while hanging around was pretty gross. Won’t be back!"
"May 13, 2019",40,Great meats,Funky place with excelent meat choices. A wide selection of food and good service. The place is very eclectic with the decor.
"May 11, 2019",50,Great food (mostly for meat-eaters) and such a unique and fun ambiance,Had a great work dinner here. The menu is daunting with so many choices but nearly everything we had was delicious. The dancing and special guests throughout the night kept the night lively.
"May 10, 2019",40,Colombian vibes,"- far away from Bogota, only by car; need a reservation 12000 pesos entrance fee expensive + design inside delicious food big portions big glasses for cocktails cool atmosphere with lots of small things"
"May 6, 2019",50,For Meat Lover's,"OMG so much meat, for 2 people, The food was unbelievable, The place was so entertaining, You need to stop by and enjoy the food."
"May 1, 2019",50,Amazing. Just Amazing.,"Totally unique and wonderful place to dine.The ambiance is beyond description and needs to be experienced. The wait staff is excellent, the food tremendous, and we were serenaded as visitors. A late lunch turned into an event with many memories."
"April 29, 2019",50,Great food,Loved the food and atmosphere the menu is so extensive and artistic Staff are very friendly Dishes are big and enough for 2 even 3 people
"April 25, 2019",50,Great lunch,I went to have something quickly and was a great idea! I had a paella in the central bar! And it was perfect! Julian serves us and he was very kind and friendly
"April 20, 2019",50,Excellent place,"Food, drinks, and excellent music. You can’t miss this place, it’s unique. Go as early as you can order to have a good table and the EnJoy!"
"April 18, 2019",50,All for all,This is a must in Bogota! It is aplace truly for EVERYONE! Is outside of the city limits but is worth the trip. Good for lunch and dinner or partying!
"April 14, 2019",40,Lunch,Famous restaurant chain and it was a good meal with not too long a wait. Got business receipt without any problems. Good location so will return again.
"April 10, 2019",50,Such delicious food,This restaurant was recommended to us by many locals and it did not disappoint. The food was delicious and staff (everyone in Bogota really) were extremely friendly and helpful. Put this restaurant on your list. It is a must!
"April 4, 2019",50,WONDERFUL,You have to come to Andre's Carne Res. The food is superb. They have decorations ALL over the place. It is like eating in a Museum or the Party Place. I highly recommend this place. You will NOT regret it.
"April 4, 2019",50,Interesting concept,"Traditional Colombian food, in a well decorated place where each floor takes you from heaven to hell. There's good music, food and dancing."
"April 2, 2019",50,the best place to combine dinner and party if you are taking costumers or a business group,"One of the most fun paces in Bogota, with music, drinks and incredible environment. As a travel executive you cannot visit Bogota without going to Andres Carne de Res, its a classic."
"March 26, 2019",50,Deli!!,Absolutely amazing place. Delicious food and great music and live music.. I love Andrés everywhere in Colombia. Try it 😉
"March 24, 2019",40,BBQ,This is the place to go for BBQ! It is inexpensive and has excellent food. We received a sample platter that introduced us to a few new things including capybara and some sort of corn patty.
"March 19, 2019",50,One of the best eating experience ever.,"The food , atmosphere and service are wonderful. The atmosphere is like a Cracker barrel but on steriods."
"March 15, 2019",50,Awesome experience!!,"Good food, drinks, dancing and entertainment. A unique experience in the world!!! A massive restaurant with themed floors, taking you from the base floor themed as hell to the top which is heaven."
"March 13, 2019",50,Go! Go! Go!,"Got there by accident with friends! Excellent atmosphere and great drinks, although we didn’t eat, food looked delicious!"
"March 12, 2019",50,Great food and atmosphere,"Second time in This restaurant , and it’s as good as the first time.No miss. Must visit. The food was awsome.We had the stake De Res and was the best."
"March 5, 2019",50,"Great food, great atmosphere, great service!!","This place is amazing! You could probably visit a thousand times and never be able to see all the cool stuff in there. The food, service and ambiance was awesome! Had a great time and loved it all! Can’t wait to go back!"
"March 3, 2019",40,"Excelente for meal, nice athmosphere",The reastaurant us a mix of an excelent meat restaurant and discoteque what it makes a unique place. Highly recommendable to eenjoy a beatiful night in the great city of Bogota.
"March 3, 2019",40,Good food and environment,This place is unique. If you visit Bogota you must go there to have this interesting experience. The decoration is a show apart. The food is really good (but a little expensive) and they go from table to table doing some performances. Good service!
"March 1, 2019",50,"Excellent service, great for large groups too!",We had a group reservation for 20 and the service was just perfect. Lorena Grajales our events manager handled everything simply perfect. I recommend strongly this place for your large events.
"February 27, 2019",50,"Wow, What atmosphere. What Food.",What an enjoyable experience from start to finish. Fun outside the restaurant and inside. Food was just beautiful. I recommend the steak from a huge menu of choices...
"February 27, 2019",50,Bogota Trip,"Large , four storied bar & restaurant, interior decorated interestingly but very nice with a local Columbian flavor. Exciting, vibrant place, great music. Food, local Columbian cuisine: just delicious! Yes, a must to visit when in Bogota!"
"February 19, 2019",30,Just for one time,"We visited because all people told us that Andres is the place to be, when you are in Bogota. The place is huge and the decoration is excellent. The service was good, but the food was less than average."
"February 16, 2019",50,Amazing everything,"Amazing place with a fantastic heaven and earth theme spread over 4 floors. The meat is so tender and tasty. Best Lemonata de Coco in the whole of Colombia. We went there for Xmas day lunch, such a great athmosphe and entertainment. Highly recommended"
"February 13, 2019",30,Pretty restaurant and nice ambience.,"This restaurant was exactly what we expected. Very touristy, nicely decorated, great music (although band was great but the singer was not) service and food well below average. Worth the visit but maybe just for drinks and dancing."
"February 12, 2019",50,Magical,"I swear I couldn’t close my mouth when entered this place. OMG! Food delicious, amazing music, staff soooo kind! For us, a magical experience. Totally worth it! 🥰🥰🥰😍😍😍"
"February 12, 2019",50,A Must Do Bogota Experience,"This place is a landmark - ok, maybe not this one (the one in Chia is the landmark), but a damn fine place regardless. Great steaks, better drinks and the best atmosphere. Make a reservation though - it's probably busy."
"February 12, 2019",30,Very expensive...,I am sorry.. I think this restaurant has more publicity than quality. The food is ok.. nothing special. You should get more value for money here in Colombia
"February 10, 2019",10,Bad service,"Despite having four empty restaurant floors, they were not attentive in giving us a good table, and simply did not care that we left. I went because everyone talks about that place, I do not recommend it!"
"February 4, 2019",30,Just o.k.,The place is decorated uniquely.... but the food is average. I feel that it is overrated... but I'm still glad that I tried it.
"January 28, 2019",30,Not the best,The restaurant has a huge menu and if you aren’t familiar with Colombian cuisine it’s a nightmare to choose a dish. The flavour is regular and the service it’s deficient.
"January 23, 2019",50,What a fun night!!,"Food was excellent and the ambiance its more than exiting! We were a group of 21 and everyone had the best time. After the meal the best part, music was WOW!!!! and we dance all night. Great Party every night!!!!!"
"January 21, 2019",50,Definitely must visit,"The all ambient of the place is spectacular, live music, great service good food definitely must visit spot in Bogota"
"January 20, 2019",50,A Kitsch restaurant with local and international cuisine,This is a must if visiting Bogotá for some days. This iconic restaurant has become an international reference of a great place to dine and party.
"January 7, 2019",50,Andres Carne de Res,"The details of this place makes it so unique, the music is amazing you’ll never want to stop dancing and people are so kind and cheerful all the time. Food and drinks are sort of expensive but it’s totally worth it."
"January 6, 2019",50,Great experience,"You will always remember the music and food and, perhaps most of all, the atmosphere- had a great time with friends!"
"January 3, 2019",50,Legendary food-dance fusion – a sensation for all senses,"Casually organized chaos on five floors – loud, passionate, vivid, loving – the unfiltered colombian chaos of feelings and sensations and by coincidence they also serve the best steak in town."
"January 3, 2019",50,Great place for a Sunday afternoon,"Even if Andres DC is known as a top party spot in Bogota, during weekends' mornings and afternoons, there are a lot of things to do for your kids. Puppets, live painting, handcrafts will distract your children while you're enjoying your lunch!"
"December 24, 2018",20,Don’t be fooled by the name,This place is just a famous name but the food and specially the customer service are very poor think twice about going to this place you are going to ended up with a bad feeling about wasting your time and energy
"December 19, 2018",40,Great gay bar,"Very welcoming, cute staff and good COCKtails. Just avoid the food. Too much deep fried. Hence not 5 stars. But go for drinks and people watching."
"December 19, 2018",50,A must place in Bogota! I n a mood to have fun and taste Colombian food and Drinks? Go now!,"The atmosphere is fabulous! It is a unique place to eat, drink, dance and have fun! Great way to know the Colombian way to enjoy life! Try the Papitas Criollas with guacamole, arepas, and tostadas de plátano!!!!!!"
"December 17, 2018",50,Awesome Food & Great Experience,The food was great. The experience was great as each floor had a different theme and many nice things to see. I would definitely return the next time that I visit Bogota.
"December 11, 2018",50,Very nice place to eat!,You have plenty of options and a huge variety of Colombian food. Plus a nice environment... On my last visit we went there 2 times because we loved the food and the place.
"December 4, 2018",40,Nite life in Bogota,This is the place were most Bogota cherish their weekend. Music all over the place and parillada and dancing.
"November 27, 2018",50,A must when in bogota!,I loved the decoration it’s really nice inside! There’s a huge menu it’s literally a book!!! Food was great! We had a great night!
"November 25, 2018",40,A lot of fun while enjoying real good food,This place is a most visit while in Bogota. The service is very good and offer very good live music. Food is amazing if you are interested in meat. Only drawback is a bit loud and hard to carry out conversations
"November 20, 2018",50,So delicious,We stopped here for a hot lunch prior to hitting the Sal Cathedral. It was so delicious. The food was fresh hot well cooked and seasoned to perfection. It's a must try. We had an authentic colombian lunch!
"November 18, 2018",40,Lunch,"Excellent variety of food, amazing service. Beautiful Place. Prices a bit high. Good to eat any time of the day. Amazing Coffee."
"November 13, 2018",50,A-MAZING!,"Even though the space is huge (can fit 2000 people), the service was great. Excellent food and great sangria."
"November 11, 2018",50,A must in Bogotá,Unique in the world Great music good food No place similar in the world at night great for party during the day good food typical Colombian and bbq Don’t miss it
"November 9, 2018",40,"Good food, good ambiance!","Great place to meet a group of friends to share food, drinks, and have a good time dancing! Prices are reasonable, and a good vibe over all."
"November 8, 2018",40,Drinks,We went for a drink and appetizers. Was perfect with beer and empanadas. Not to crowed and relax moment. A place to go for sure !
"November 6, 2018",50,The Greatest Dinner in Bogota,"I have been twice, they were great dinners, live music, delicious dishes. My choice was steak. This restaurant is the only dinner choice for me in Bogota"
"November 6, 2018",50,A must,If you like a nice place in the commercial area where to have great food and service is the place to go :)
"November 3, 2018",40,Trendy,"Yes beef in Latin America is good. Here too, although not competitive with Argentina and Uruguay. A little noisy and you have to like the surfing Colombian high classes."
"October 14, 2018",40,Great Atmosphere- SoSo food,"Loved the atmosphere here. Wild, fun, and a must see in Bogota. I went with a large group and it was louder and more fun as the night went on. Only thing was the food is good but not spectacular."
"October 11, 2018",20,disneylandia...,this place is expensive and has very bad food. it is a real disneylandia... if you like this kind of setting okey if not... don't go.. Tipp: if you go you should make a reservation because it's very popular...
"October 7, 2018",50,"Great music, food, vibe!","Very fun vibe, great empanadas! People dancing everywhere, waiters were lovely. A little hard to get a seat but with so many floors, you eventually find somewhere to setup!"
"October 1, 2018",50,Must visit in Bogota!!!,"Best restaurant I visited in Bogota!!! Lively atmosphere, music, great staff!!! Cocktails are very good and the food is delicious!! Reservations recommended as it gets very crowded especially during weekends!"
"September 23, 2018",50,Interesting,"Went with family on a Friday night. Lots of great music and fun ambience. Menu is extensive, so it took a while to decide what we wanted to order. Food was delicious and I would recommend any appetizer."
"September 16, 2018",50,Excellent place to combine dinner & party,"Very nice atmospehre taht combines art, music, tradition etc. Delicious food and a wide variety of liquor, so there is a very enjolable party"
"September 15, 2018",40,Great food but service wasn't,"Love the steak, love the drinks. Service could be better. Super funky place. Very ""kitch"". The store is highly overpriced. Music for dancing!"
"September 11, 2018",30,Slow service,Food was average. Nothing to brag about. The service was incredibly slow. 30 minutes for a drink from the bar.
"September 8, 2018",50,A must to go,"Very special restaurant. Enjoyable and different. I liked steak. Far away from Bogota, but it is a ‘must’ to go"
"September 3, 2018",50,Wonderful atmosphere,It's very special restaurant. Amazing atmosphere. Very good food. I loved the stake... Big.. Weldone... Tasty.. Very good music live band. Will visit again.
"September 2, 2018",30,Fun but food is standard,The place is real fun. Nice music and always great ambiance. However I find the food is not equivalent to what you pay for it. Too expensive.
"August 31, 2018",10,Horrible service.,A three hour wait without an explanation (when you have reservations) is not reasonable. Horrible service. Won’t go back or recommend to friends.
"August 27, 2018",50,Amazing,The place is a unique experience. Excellent food and very friendly service. It would be good to improve the space for children
"August 27, 2018",40,Fun Fun and Fun,This place is amazing for a night out and the food is really good too. Not for the faint of heart since it can get really noisy.
"August 18, 2018",40,Fun fun fun,"Great atmosphere, great cocktails, nice staff, decent food. Overall good value, huge menu with lots of options from bites with a drink to full meals. Buzzing place!"
"August 14, 2018",40,Dinner with spouse,Very nice Colombian food. The restaurant scene is fantastic. The food is great as well!! Staff well trained! Could English spoken staff as my friend from Indian could not understand the staff. Translation was necessary.
"August 13, 2018",50,MAGIC NIGHT,"Now I understand why ia so famous, the place is huge!! And everything you get there is amaizing. The music is good the service is good and eaven there is crowded you have the chance to dance!!"
"August 11, 2018",10,Worst place ever,Don‘t go there! Long waiting time. Bad service. Bad food. Very cold. Loud music. At least we were only waiting 45 minutes for our table which was free the whole time we were waiting...
"August 11, 2018",50,What a place,"I’ve been here a couple of times, and it’s getting better. Food is delicious, excellent service. Nice experience. Don’t miss it."
"August 9, 2018",50,Dinner at ACR,OMG! This is something to experiment if you are in bogota! Visited both of them at Bogota DC and at Chia
"August 9, 2018",40,Good food nice atmosphere,"The restaurant is big, busy and noisy. Food is good. The prices are rather more expensive in comparison to other restaurants, but it feels that it worse it. It’s nice to come as a group to have fun, not for business talks..."
"August 2, 2018",50,Worth The Trip,"All that you read is true about place and food is true. Never been to a restaurant like this as the variety of food is extensive, wood fire cooking delicious and service was quick and excellent!"
"July 30, 2018",40,Good party,Nice place to party. Food is good but is not of other world. Staff is very regular. But what can i say they’re all childrens
"July 30, 2018",50,Celebration at Andres,Far awAy from the center of Bogota is this interesting restaurant that turns into a dance party after dinner. It’ll be an experience you’ll never forget. The menu is complex and looks like a comic book but food is good and drinks are fun!
"July 24, 2018",50,Delicious,"A great restaurant, great service and great food. The place is so unique decorated, that you will be amaze! Will highly recommend!"
"July 23, 2018",50,Excellent Food Paired with Great Entertainment Value,I had visited the restaurant several times during my frequent business trips to Bogota. Each time I had a good experience. The multi-level restaurant is fun! The dancing with the locals was especially enjoyable.
"July 21, 2018",30,Ok place,"Massive facility, very expensive for average foid quality. The night life is the good part of it, it gets packed with foteigns and locals. All type of music"
"July 9, 2018",30,Really Overpriced,"Great place for parties.. not so good for its service! They serve the food at different time.. so if you want to have fried Yucas with guacamole, forget it.. food is ok, , price to high for its quality and service"
"July 9, 2018",40,Ruuuuumba!,"Rumba and good food with lots of entertainment. This is a huge place, always very busy with local food of great quality. But rumba all the time. If little old ladies want a quiet lunch this is not the place to go!"
"June 25, 2018",50,Excellent Food and Service,"This place is awesome. The food, ambience, service is excellent. My friends and I had a blast. The waitres answered and explained all our questions and had a contagious happiness. This place is a must in Bogota!!"
"June 24, 2018",50,Simply amazing,"Increíble food, outstanding service and the party is simply out of this world. A place to come back again and again."
"June 24, 2018",50,Lovelly food,"I felt good. Great atmosphere, live lovelly music, excelent foods and drinks, clean toilets, serveble and respectfull personell. I strongly recommend!"
"June 23, 2018",40,Still great,"Enjoyed a great lunch at this crazy restaurant - 5 years later and it's still as good as ever. Food excellent, beers icy cold and great. Highly recommended - you can't visit Bogota and not visit this place :-)"
"June 23, 2018",50,The best !!!,Go to this place for: • Atmosphere • Decor • Food • Staff • Other clients • And the most important thing - Lomo El Trapo - the best in the world !!!
"June 19, 2018",50,Amazing place,"The restaurant is a perfect spot to pleased a customers. The ambience is a unique experience with a lot of artists, great music and superb food."
"June 15, 2018",50,Best entertainment and delicious food,The choices of food and Cocktails were amazing. I will never forget this place it was delicious. I went to the one in Chia Colombia. I also attended the one in Bogota Colombia which was also equally as good but it did not have entertainment
"June 14, 2018",50,Fun place,Great ambiance great music ! Great food very Colombia atmosphere lots of dancing a must go when in bogota!
"June 6, 2018",50,Fun and great food!,I am originally from Colombia and this is definitely my favorite restaurant every time I come to Bogota. The meat is amazing and the desserts as well. I recommend this restaurant specially if you are seeking some fun along with some amazing food.
"May 27, 2018",50,Charismatic Place,"This restaurant should definitely be one of the best rated in Bogotá. Combination of very friendly staff, music, live entertainment, ambient and delucious food, makes this place a must see in Bogotá. Strongly recommend."
"May 26, 2018",50,Extremely Nice Place !,"Think about a very interesting bar ... everything mixed... Good music, good bar and good food. Happy people and crowded. Lots os locals mixed with tourists. Funny and light it is a very good place to have a night out !"
"May 21, 2018",40,Menu confuso,I visited the Andres Carne de Res at the Shopping Santa Barbara. The food was good. Ordered a Lomito( beef) with arepas and yuca frita. It was good. Also chimichurri was good. The menu and food options are confusing but food is good
"May 21, 2018",40,Nice ambient,"Nice music, all music and topical music, the service are very good, topical drinks and a lot beers local and imported. Different floor with different themes and names."
"May 17, 2018",50,Great,"Such an interesting place! The staff was very kind, good food and music! It is a must go place! Great attention!!!"
"May 10, 2018",50,Awesome place!,I came here for dinner by myself and must say this place is intense! A very large restaurant and bar with cool decorations and very nice staff.
"April 29, 2018",40,A Colombian Institution,"Visited this place because every tourist website told us to go there. The place was nice and the food was good. But maybe it was too touristy for me. I doubt if any locals eat here. Crowd was mostly foreigners, if not all."
"April 22, 2018",10,Don't bother,"I'm not sure why this place is popular, it expensive with bad customer service. The food is average at best and the drinks are extortionate. Save your money and go somewhere else."
"April 18, 2018",10,Andrés Carne de res Hacienda Santa Barbara,"This restaurant is a mess! Very bad food quality, worse customer service and very expensive!! Don't waste your money!!"
"April 11, 2018",40,Good place for a group event,Very commercial. A lot going on. Food was acceptable. We were over 100 people. Service at tables ranged from good to awful. Worth it in a large group for the experience.
"March 31, 2018",40,Lunch while your kids are happy playing!,"With interesting ambience, eat good food while your kids are playing with dedicated staff. Worth mentioning that servings a relatively small, for example dish advertised for two are a bit short, good to keep you thin hahaha , enjoy !"
"March 24, 2018",50,Good Vibes Makes Food taste Better!,"This is a restaurant that gives you a unique experience. Music, waitresses dancing, and the decoration of the place is trippy. Very good food, the menu is veryyyy extensive! Don’t miss the chicharrones, agiaco (soup), and the steaks are top quality!!"
"March 22, 2018",50,Great experience,Went there at 8pm on a Thursday night. The place is huge and was really busy but the food was really good and the service was outstanding. Pretty rare for such a popular place to keep up with both of these...
"March 21, 2018",50,Excelent,"Excelent food and music, that is if you like salsa, merengue and other Latin rithms. The place to dance, eat and drink Latin style."
"March 18, 2018",30,Tasty food,"Both starters and main dishes were tasty and well presented. Service was a bit patchy, with some of the staff being excellent and others being grumpy. Let’s see how the next visit will be."
"March 16, 2018",50,"Good Food, Great Atmosphere","Visited with friends on saturday night. Food was good. Meat was tender. Try the arepa de choclo. After dinner, club atmosphere was great!"
"March 16, 2018",50,Lunch,My favorite meal in Columbia! Words can’t describe - a must experience in Bogota. We visited the original site in Chia
"March 15, 2018",40,Fascinating pjace,"It’s rather pricey for what you get, but this restaurant is quite an experience! Definitely worth a visit."
"March 15, 2018",40,"fun, but a long drive from Bogota","It is a fun place. Good drinks, decent food. Touristy, but worth a visit. It depends where you stay in Bogota, but it could be an hour drive."
"March 7, 2018",50,Diner,"Excellent moment at Andrés nuevamente. Drinks , mojito large, beer local or glass of wine. Empanadas, filet of beef or local soup : great. Service is good, fast and fun. Go !"
"March 3, 2018",20,Ugh... market style,A million things to walk around and read before you even know what you can eat and every little things costs extra. Go to a real restaurant with table service and save some time and money.
"February 24, 2018",50,Yes worth it; anytime its Open!,"As awesome, cool and worth ehatever you get. There is a tine to go for all types. Enjoy!!! Awesome place!!!"
"February 17, 2018",50,"Good restaurant, great meat.","Had a really good meal, cool environment and good service. Really cool decor, food was great had a tbone and deserts, all good."
"February 16, 2018",50,Can't Miss,"Sure, every tourist goes here, but that's for a reason. Extremely fun place, decent food, wild atmosphere. You have to go."
"February 4, 2018",50,Fun touristic dinner,"Greatest ""chorizo"" ever!! Highly recommended, loved it, almost fat free - top! Great meat, great sharing dishes, ""millions"" of details you get lost in. Higly recommended place. Not cheap, but alright for european I suppose."
"February 4, 2018",50,Unique in the world!,"Andrés, as we call it in Colombia, is a truly unique place world wide where you can get a flavor of Colombian culinary delights, colombian culture, music and people. It is a destination in itself and not to be missed."
"February 3, 2018",50,Must visit,"A must visit place , authentic Colombian food cooked with grandma’s recipes. Very lively ,excellent service, very friendly staff"
"January 20, 2018",50,Wow,"We had read about this place and heard from friends that it was good, but that is an understatement. I have to say that Columbian food was good everywhere we ate. This food and service was exceptional."
"January 18, 2018",50,Fun Restaurant!,"This restaurant is located in a nice area in Bogotá, among lots of nice stores, within a fancy shopping mall. This is a very urban like look restaurant, with great food and exotic drinks. I highly recommend although it's a little bit pricey!"
"January 18, 2018",50,Dinner with friends,Feels a bit like Blade Runner in Bogotá. Four stories from hell to heaven (or the other way round). Quite an experience!
"January 15, 2018",50,Fantastic steak,"An institution in Bogota. Like a circus but with fantastic food. I had scampi and Chataubriand. The scampi was tasty, and the steak to die for. The entertainmant was fantastic too."
"January 15, 2018",50,"Fun Lively Ambiance, unique experience","Place is full of Colombian unique decorations, you have never seen anything like it. High level of service, large option of menu good and drink items. High prices but you pay the experience. It is a must to visit while in Bogota."
